overview_date,portfolio_id,book_name,instrument_name,asset_value,dtd_ativo_pct,dtd_ativo_fin,exposure_value,asset_value_ontem,exposure_value_ontem
2/25/2025,1295,Risco >> Crédito,OUTROS,213044945.2,0.00164393,349656.2597,213044945.2,212695289,212695289
2/26/2025,1295,Risco >> Crédito,OUTROS,213094818.2,0.000234096,49873.01771,213094818.2,213044945.2,213044945.2
2/27/2025,1295,Risco >> Crédito,OUTROS,212488877.4,-0.002843527,-605940.8638,212488877.4,213094818.2,213094818.2
2/28/2025,1295,Risco >> Crédito,OUTROS,212952029.8,0.002179655,463152.4113,212952029.8,212488877.4,212488877.4
3/5/2025,1295,Risco >> Crédito,OUTROS,212722064.3,-0.001079893,-229965.4932,212722064.3,212952029.8,212952029.8
3/6/2025,1295,Risco >> Crédito,OUTROS,212680734,-0.000194292,-41330.29459,212680734,212722064.3,212722064.3
3/7/2025,1295,Risco >> Crédito,OUTROS,212801792.6,0.001434728,305138.9195,212801792.6,212680734,212680734
3/10/2025,1295,Risco >> Crédito,OUTROS,212830934.2,0.000136943,29141.62072,212830934.2,212801792.6,212801792.6
3/11/2025,1295,Risco >> Crédito,OUTROS,212990017.9,0.000747465,159083.7335,212990017.9,212830934.2,212830934.2
3/12/2025,1295,Risco >> Crédito,OUTROS,213112708.5,0.000576039,122690.5969,213112708.5,212990017.9,212990017.9
3/13/2025,1295,Risco >> Crédito,OUTROS,213314557.4,0.000947146,201848.8747,213314557.4,213112708.5,213112708.5
3/14/2025,1295,Risco >> Crédito,OUTROS,213251913.1,-0.000293671,-62644.34844,213251913.1,213314557.4,213314557.4
3/17/2025,1295,Risco >> Crédito,OUTROS,213248316.4,-0.0000169,-3596.650382,213248316.4,213251913.1,213251913.1
3/18/2025,1295,Risco >> Crédito,OUTROS,213394338.8,0.000684753,146022.4198,213394338.8,213248316.4,213248316.4
3/19/2025,1295,Risco >> Crédito,OUTROS,213449672.4,0.000259302,55333.55279,213449672.4,213394338.8,213394338.8
3/20/2025,1295,Risco >> Crédito,OUTROS,213609496.4,0.000748767,159823.9848,213609496.4,213449672.4,213449672.4
3/21/2025,1295,Risco >> Crédito,OUTROS,214903271.3,0.001667451,356183.3601,214903271.3,213609496.4,213609496.4
3/24/2025,1295,Risco >> Crédito,OUTROS,215218618.3,0.001467391,315347.0722,215218618.3,214903271.3,214903271.3
3/25/2025,1295,Risco >> Crédito,OUTROS,215171214.3,-0.00022026,-47404.06755,215171214.3,215218618.3,215218618.3
3/26/2025,1295,Risco >> Crédito,OUTROS,215479132.4,0.001431038,307918.1418,215479132.4,215171214.3,215171214.3
3/27/2025,1295,Risco >> Crédito,OUTROS,215596738.8,0.00054579,117606.4253,215596738.8,215479132.4,215479132.4
3/28/2025,1295,Risco >> Crédito,OUTROS,215413347.4,-0.000850622,-183391.4266,215413347.4,215596738.8,215596738.8
3/31/2025,1295,Risco >> Crédito,OUTROS,215944967.9,0.002467909,531620.4793,215944967.9,215413347.4,215413347.4
4/1/2025,1295,Risco >> Crédito,OUTROS,215732548.4,-0.000983674,-212419.5016,215732548.4,215944967.9,215944967.9
4/2/2025,1295,Risco >> Crédito,OUTROS,215770202.6,0.000174541,37654.22456,215770202.6,215732548.4,215732548.4
4/3/2025,1295,Risco >> Crédito,OUTROS,215504481.8,-0.001231499,-265720.7719,215504481.8,215770202.6,215770202.6
4/4/2025,1295,Risco >> Crédito,OUTROS,219098418.4,0.017917835,3861373.661,219098418.4,215504481.8,215504481.8
4/7/2025,1295,Risco >> Crédito,OUTROS,219382833.4,0.001298115,284414.9248,219382833.4,219098418.4,219098418.4
4/8/2025,1295,Risco >> Crédito,OUTROS,219239060,-0.000655354,-143773.3738,219239060,219382833.4,219382833.4
4/9/2025,1295,Risco >> Crédito,OUTROS,219293327,0.000247524,54266.99841,219293327,219239060,219239060
4/10/2025,1295,Risco >> Crédito,OUTROS,219240612.5,-0.000240384,-52714.53389,219240612.5,219293327,219293327
4/11/2025,1295,Risco >> Crédito,OUTROS,249649384.9,0.001864492,408772.4319,249649384.9,219240612.5,219240612.5
4/14/2025,1295,Risco >> Crédito,OUTROS,249932925.1,0.001135754,283540.2238,249932925.1,249649384.9,249649384.9
4/15/2025,1295,Risco >> Crédito,OUTROS,250097660.9,0.00065912,164735.7761,250097660.9,249932925.1,249932925.1
