portfolio_id,date,portfolio_nav
1211,2025-06-05,1828585052.330000000
1297,2025-05-22,1103907124.440000000
1175,2025-06-05,2867725736.420000000
1175,2025-06-10,2879459895.100000000
1175,2025-06-13,2905614471.350000000
1676,2025-05-07,18274715.900000000
1157,2025-06-18,75624370.150000000
1175,2025-06-17,2905459888.220000000
1608,2025-06-05,180730864.210000000
1693,2025-05-07,5443013.990000000
1608,2025-06-11,180428594.470000000
1608,2025-06-12,180971011.130000000
1203,2025-05-02,3159084214.390000000
1247,2025-06-04,209527369.170000000
1247,2025-06-12,210097759.840000000
1206,2025-05-12,624482431.700000000
1204,2025-05-27,380004729.270000000
1206,2025-05-08,625377916.280000000
1297,2025-05-13,1098985034.340000000
1209,2025-06-17,414213105.880000000
1209,2025-06-23,413349229.470000000
1206,2025-04-30,604981417.860000000
1234,2025-05-12,16621161.330000000
1882,2025-05-14,18565569.330000000
1247,2025-05-13,213155546.530000000
1247,2025-06-05,209277979.200000000
1206,2025-05-05,622253260.410000000
1886,2025-05-21,146491041.980000000
1234,2025-05-13,16620797.180000000
1517,2025-06-12,1228160918.740000000
1517,2025-06-13,1239870772.570000000
1517,2025-05-29,1135685667.040000000
1517,2025-06-17,1239813918.640000000
1517,2025-06-24,1248593597.530000000
1517,2025-06-25,1220821567.630000000
1517,2025-06-23,1239015752.260000000
1886,2025-06-11,148274657.780000000
1517,2025-06-11,1198650393.200000000
1886,2025-06-12,149063943.830000000
1517,2025-05-16,1114678916.730000000
1208,2025-05-14,341211443.430000000
1695,2025-05-13,472135620.220000000
1234,2025-05-14,16620433.170000000
1695,2025-05-14,472683966.870000000
1273,2025-06-03,44200447.510000000
1273,2025-06-04,44229378.970000000
1175,2025-06-04,2869322297.630000000
1234,2025-05-15,27220070.000000000
1175,2025-06-12,2904760781.700000000
1175,2025-06-23,2884836989.680000000
1208,2025-06-03,350294172.050000000
1607,2025-05-14,167706631.970000000
1211,2025-05-15,1826748501.080000000
1607,2025-05-28,175933017.430000000
1211,2025-05-13,1828043426.140000000
1234,2025-05-16,27215657.340000000
1211,2025-05-14,1824686489.610000000
1157,2025-05-09,74743032.960000000
1296,2025-06-03,892155151.240000000
1234,2025-05-19,27227205.600000000
1203,2025-05-13,3156817324.610000000
1882,2025-05-15,18529598.480000000
1203,2025-05-23,3163160725.380000000
1234,2025-05-20,26989365.260000000
1273,2025-06-02,44119344.150000000
1695,2025-04-30,461742272.210000000
1607,2025-05-02,165274063.630000000
1273,2025-06-06,44245248.090000000
1205,2025-06-23,315508898.940000000
1247,2025-05-07,205669680.650000000
1206,2025-05-06,623843477.880000000
1209,2025-05-23,396147441.570000000
1234,2025-05-21,26510786.820000000
1607,2025-05-09,164803562.030000000
1206,2025-06-13,505373004.640000000
1234,2025-05-22,25770884.540000000
1175,2025-05-13,2753067165.960000000
1695,2025-05-16,475093474.070000000
1695,2025-05-19,476727960.020000000
1886,2025-06-02,146884261.150000000
1886,2025-05-23,147013790.360000000
1886,2025-05-29,146942446.950000000
1273,2025-05-28,44181402.020000000
1209,2025-05-09,385796117.260000000
1886,2025-05-30,146732236.000000000
1234,2025-05-23,25050358.700000000
1157,2025-05-07,74731130.580000000
1157,2025-05-08,74740184.440000000
1203,2025-05-09,3155559319.550000000
1206,2025-05-15,626681318.910000000
1209,2025-05-12,389948801.960000000
1234,2025-05-26,24077697.910000000
1695,2025-06-13,477997679.250000000
1676,2025-05-15,18306054.690000000
1203,2025-05-06,3162189906.970000000
1693,2025-05-15,5445353.050000000
1203,2025-05-27,3174129053.460000000
1297,2025-05-23,1105800594.940000000
1273,2025-05-07,43841515.650000000
1234,2025-05-27,23105668.650000000
1693,2025-05-26,5147358.850000000
1695,2025-05-09,467369886.480000000
1295,2025-05-20,9334405062.860000000
1234,2025-05-28,22136339.580000000
1247,2025-05-08,209710399.970000000
1157,2025-05-19,74818545.870000000
1175,2025-05-07,2702646725.540000000
1175,2025-05-08,2710404881.310000000
1607,2025-05-15,169251535.340000000
1203,2025-04-30,3161169403.070000000
1234,2025-05-29,21178323.190000000
1695,2025-05-22,474268582.490000000
1210,2025-05-15,152331217.040000000
1695,2025-05-23,475022496.210000000
1175,2025-05-09,2716941299.970000000
1695,2025-06-05,477636166.670000000
1886,2025-05-26,147109291.940000000
1886,2025-05-27,147403614.520000000
1886,2025-05-28,147088792.360000000
1693,2025-05-20,5442254.830000000
1886,2025-05-05,298384574.140000000
1886,2025-05-06,299235089.380000000
1886,2025-05-07,299064510.470000000
1886,2025-05-08,299916764.180000000
1676,2025-05-20,18249947.590000000
1886,2025-05-12,299420277.190000000
1886,2025-05-20,146671051.950000000
1233,2025-05-19,92625726.800000000
1886,2025-05-13,301281906.740000000
1206,2025-06-05,504025214.220000000
1886,2025-05-14,147098462.280000000
1886,2025-04-30,299701298.570000000
1886,2025-05-02,298907676.060000000
1886,2025-05-22,146762947.220000000
1886,2025-05-16,146760128.680000000
1886,2025-05-19,146889846.600000000
1247,2025-05-30,208375276.430000000
1157,2025-06-04,75077643.290000000
1695,2025-05-02,463313132.930000000
1517,2025-05-19,1120470291.580000000
1204,2025-05-28,379496671.680000000
1157,2025-05-02,74675467.700000000
1157,2025-05-05,74669399.550000000
1157,2025-05-12,74782074.170000000
1695,2025-05-05,461763710.480000000
1232,2025-05-30,10598771.460000000
1208,2025-06-04,354093184.070000000
1208,2025-06-06,350787647.700000000
1175,2025-05-02,2716428122.600000000
1175,2025-05-05,2703743973.580000000
1693,2025-05-16,5444288.890000000
1676,2025-05-16,18249496.010000000
1295,2025-04-30,9204010396.520000000
1607,2025-05-05,165570784.840000000
1273,2025-05-08,44017456.820000000
1273,2025-05-29,44164381.770000000
1206,2025-05-07,623460691.060000000
1517,2025-05-26,1126139690.350000000
1676,2025-05-23,18255498.150000000
1693,2025-05-23,5144876.450000000
1296,2025-06-04,899593507.020000000
1297,2025-06-05,1129403551.570000000
1273,2025-05-26,44055167.700000000
1273,2025-05-22,44011849.760000000
1175,2025-05-19,2817629722.770000000
1175,2025-05-20,2811888090.680000000
1208,2025-06-24,362797611.260000000
1175,2025-05-22,2790569330.020000000
1208,2025-06-25,359994243.920000000
1608,2025-04-30,175292818.550000000
1695,2025-05-08,466446657.410000000
1175,2025-06-20,2879628440.660000000
1694,2025-05-23,15893789.350000000
1204,2025-06-13,378462196.980000000
1247,2025-06-17,211271175.250000000
1247,2025-06-18,210937075.150000000
1211,2025-05-26,1830906493.600000000
1233,2025-05-26,92693087.780000000
1247,2025-06-20,209219058.950000000
1157,2025-06-10,75208657.860000000
1157,2025-06-11,75224319.800000000
1203,2025-05-14,3153565584.300000000
1157,2025-06-12,75254239.210000000
1247,2025-05-23,205508061.290000000
1247,2025-05-26,206708459.400000000
1157,2025-06-03,75031208.160000000
1157,2025-06-05,75048520.270000000
1233,2025-04-30,92351440.030000000
1208,2025-06-05,353057231.660000000
1203,2025-06-12,3153416404.100000000
1210,2025-04-30,151241482.560000000
1695,2025-06-17,481471914.500000000
1296,2025-06-05,898517120.360000000
1175,2025-06-18,2903725828.080000000
1607,2025-04-30,163812832.130000000
1295,2025-05-02,9196627621.590000000
1607,2025-05-06,165593300.730000000
1607,2025-05-07,166682437.640000000
1607,2025-05-08,165407525.250000000
1608,2025-05-19,181091037.940000000
1608,2025-05-20,181765714.150000000
1209,2025-04-30,390974733.370000000
1273,2025-05-05,43704850.660000000
1273,2025-05-06,43859872.600000000
1157,2025-06-16,75707406.440000000
1206,2025-05-09,625115140.750000000
1694,2025-05-09,15984927.220000000
1175,2025-05-12,2732908155.530000000
1694,2025-05-12,15982391.150000000
1694,2025-05-13,15979348.050000000
1608,2025-05-14,179543888.650000000
1694,2025-05-14,15975798.270000000
1608,2025-05-15,181165348.900000000
1694,2025-05-15,15971677.960000000
1209,2025-06-24,416454611.170000000
1209,2025-06-25,413375051.660000000
1295,2025-06-25,9466281407.210000000
1247,2025-06-06,208881641.890000000
1694,2025-05-16,15976417.390000000
1694,2025-05-19,15980641.510000000
1206,2025-05-19,502521060.860000000
1206,2025-05-20,502000934.420000000
1175,2025-05-21,2772038572.060000000
1297,2025-05-05,1090803988.590000000
1297,2025-05-12,1097351959.360000000
1607,2025-05-20,169789246.560000000
1694,2025-05-20,15984364.040000000
1607,2025-05-21,167875086.840000000
1694,2025-05-21,15891361.530000000
1205,2025-05-13,331327057.900000000
1694,2025-05-22,15892777.330000000
1607,2025-05-22,173687723.390000000
1205,2025-05-15,331359199.390000000
1694,2025-05-26,15963444.610000000
1208,2025-04-30,335815797.670000000
1247,2025-05-27,209582453.730000000
1247,2025-05-28,208522270.170000000
1247,2025-05-29,209256308.920000000
1203,2025-05-15,3155283086.480000000
1694,2025-05-27,15972191.220000000
1205,2025-05-09,330292046.570000000
1205,2025-05-14,331240007.890000000
1694,2025-05-28,15980843.010000000
1607,2025-05-29,175139098.570000000
1232,2025-05-29,10598644.720000000
1694,2025-05-29,15989564.640000000
1607,2025-05-30,176494372.580000000
1694,2025-05-30,15996684.500000000
1233,2025-05-30,92745413.220000000
1205,2025-05-06,329629574.990000000
1205,2025-05-08,330154077.580000000
1205,2025-05-16,332069249.500000000
1608,2025-06-20,179193206.130000000
1232,2025-04-30,5202359.550000000
1233,2025-05-02,92380866.150000000
1206,2025-05-02,623254954.950000000
1232,2025-05-02,5201610.030000000
1607,2025-06-20,173192207.590000000
1517,2025-04-30,1083261393.010000000
1695,2025-06-20,481107001.390000000
1247,2025-04-30,205351532.710000000
1211,2025-04-30,1819886391.620000000
1694,2025-04-30,16026400.720000000
1204,2025-05-13,377556197.620000000
1210,2025-05-02,150853301.240000000
1157,2025-04-30,74653112.660000000
1273,2025-04-30,43740055.340000000
1203,2025-05-05,3154007235.690000000
1608,2025-06-06,180630592.210000000
1607,2025-06-18,173598968.690000000
1695,2025-06-18,481029183.800000000
1273,2025-05-09,43966647.680000000
1295,2025-05-22,9160786974.480000000
1209,2025-05-05,385315442.940000000
1209,2025-05-06,387724352.640000000
1175,2025-05-06,2718892114.460000000
1273,2025-05-20,44046217.980000000
1273,2025-05-21,44032672.070000000
1203,2025-05-19,3167650526.560000000
1273,2025-05-02,43802637.690000000
1517,2025-05-02,1033206725.470000000
1247,2025-05-02,206628177.970000000
1210,2025-05-05,150581685.080000000
1295,2025-06-23,9473369662.550000000
1232,2025-05-05,5201439.620000000
1694,2025-05-05,16005118.680000000
1157,2025-05-06,74669399.020000000
1211,2025-05-05,1815172025.910000000
1157,2025-05-14,74861698.660000000
1209,2025-05-15,399778033.730000000
1209,2025-05-16,400937715.450000000
1296,2025-04-30,852734062.740000000
1273,2025-05-16,44039135.730000000
1211,2025-05-27,1839157825.190000000
1203,2025-05-16,3162008336.200000000
1210,2025-05-26,153000209.890000000
1210,2025-05-27,153601328.350000000
1232,2025-05-26,10598256.600000000
1232,2025-05-27,10598388.720000000
1233,2025-05-27,92706414.190000000
1204,2025-05-14,377403309.020000000
1295,2025-05-19,9344990476.440000000
1175,2025-05-14,2796323605.350000000
1209,2025-05-14,396691940.350000000
1204,2025-06-16,378819006.010000000
1297,2025-05-15,1108253567.380000000
1297,2025-05-16,1110064966.480000000
1297,2025-05-19,1110668623.650000000
1204,2025-04-30,375523839.150000000
1204,2025-05-02,375060455.060000000
1204,2025-05-05,374581913.610000000
1297,2025-05-14,1104995460.700000000
1608,2025-05-21,179721393.060000000
1608,2025-05-22,179527640.700000000
1608,2025-05-23,179691828.980000000
1608,2025-05-26,180630971.540000000
1295,2025-06-06,9407857931.340000000
1209,2025-05-19,401158186.450000000
1295,2025-06-18,9483462001.750000000
1157,2025-05-21,74859487.410000000
1157,2025-05-22,74897866.350000000
1157,2025-05-23,74908093.380000000
1157,2025-05-26,74957756.120000000
1157,2025-05-27,75013379.140000000
1157,2025-05-28,74992143.970000000
1204,2025-05-06,375564991.220000000
1204,2025-06-03,373589925.910000000
1233,2025-05-08,92443809.150000000
1517,2025-05-06,1043238911.480000000
1203,2025-05-12,3153589549.570000000
1204,2025-05-12,376501469.240000000
1205,2025-05-12,330471778.740000000
1607,2025-06-06,174625991.440000000
1695,2025-06-06,477396717.030000000
1297,2025-06-25,1138416166.250000000
1517,2025-05-07,1022033930.400000000
1517,2025-05-08,1022584507.540000000
1517,2025-05-09,1032902979.480000000
1517,2025-05-12,1037506344.650000000
1175,2025-06-06,2853391406.930000000
1297,2025-05-06,1094075092.120000000
1297,2025-05-07,1092693194.150000000
1247,2025-06-10,209368616.620000000
1247,2025-06-11,209572925.370000000
1247,2025-06-09,208209895.050000000
1208,2025-05-02,330999451.840000000
1695,2025-06-09,476600195.350000000
1175,2025-06-09,2851509955.230000000
1204,2025-05-07,375615211.920000000
1175,2025-06-11,2881835881.860000000
1209,2025-06-11,409786078.820000000
1296,2025-05-02,847594796.500000000
1297,2025-05-08,1092255586.640000000
1233,2025-05-14,92509047.760000000
1208,2025-05-05,330079415.410000000
1208,2025-05-06,332501062.740000000
1296,2025-05-08,847861688.570000000
1296,2025-05-09,848682942.520000000
1296,2025-05-12,852929465.080000000
1296,2025-05-05,846322726.370000000
1295,2025-05-12,9236116544.800000000
1296,2025-05-06,849704439.980000000
